user_id,url,timestamp
101,https://media.example.com/v/54,2026-04-08 10:38:35
114,https://media.example.com/v/233,2026-04-08 10:36:20
101,https://media.example.com/v/596,2026-04-08 10:39:43
101,https://media.example.com/v/573,2026-04-08 10:36:31
39,https://media.example.com/v/580,2026-04-08 10:39:18
118,https://media.example.com/v/536,2026-04-08 10:38:13
80,https://media.example.com/v/546,2026-04-08 10:38:25
109,https://media.example.com/v/66,2026-04-08 10:39:15
99,https://media.example.com/v/71,2026-04-08 10:36:59
18,https://media.example.com/v/348,2026-04-08 10:40:09
2,https://media.example.com/v/400,2026-04-08 10:37:07
90,https://media.example.com/v/237,2026-04-08 10:40:18
52,https://media.example.com/v/548,2026-04-08 10:40:30
71,https://media.example.com/v/73,2026-04-08 10:40:49
86,https://media.example.com/v/134,2026-04-08 10:37:23
44,https://media.example.com/v/184,2026-04-08 10:37:07
32,https://media.example.com/v/317,2026-04-08 10:36:06
71,https://media.example.com/v/372,2026-04-08 10:39:50
108,https://media.example.com/v/19,2026-04-08 10:35:50
110,https://media.example.com/v/301,2026-04-08 10:40:56
74,https://media.example.com/v/146,2026-04-08 10:38:22
29,https://media.example.com/v/513,2026-04-08 10:36:44
116,https://media.example.com/v/489,2026-04-08 10:40:08
150,https://media.example.com/v/278,2026-04-08 10:37:00
48,https://media.example.com/v/378,2026-04-08 10:38:50
15,https://media.example.com/v/187,2026-04-08 10:39:14
86,https://media.example.com/v/417,2026-04-08 10:40:23
26,https://media.example.com/v/84,2026-04-08 10:37:56
96,https://media.example.com/v/422,2026-04-08 10:41:42
141,https://media.example.com/v/595,2026-04-08 10:40:54
40,https://media.example.com/v/343,2026-04-08 10:36:19
124,https://media.example.com/v/520,2026-04-08 10:40:53
142,https://media.example.com/v/459,2026-04-08 10:38:19
88,https://media.example.com/v/130,2026-04-08 10:41:34
111,https://media.example.com/v/369,2026-04-08 10:40:24
18,https://media.example.com/v/78,2026-04-08 10:36:35
84,https://media.example.com/v/238,2026-04-08 10:38:40
92,https://media.example.com/v/419,2026-04-08 10:38:33
31,https://media.example.com/v/473,2026-04-08 10:37:41
52,https://media.example.com/v/195,2026-04-08 10:39:07
114,https://media.example.com/v/552,2026-04-08 10:39:08
149,https://media.example.com/v/475,2026-04-08 10:41:44
123,https://media.example.com/v/588,2026-04-08 10:40:48
48,https://media.example.com/v/433,2026-04-08 10:36:49
42,https://media.example.com/v/498,2026-04-08 10:37:33
116,https://media.example.com/v/285,2026-04-08 10:36:16
46,https://media.example.com/v/161,2026-04-08 10:36:41
30,https://media.example.com/v/454,2026-04-08 10:40:11
43,https://media.example.com/v/591,2026-04-08 10:41:35
2,https://media.example.com/v/90,2026-04-08 10:37:51
79,https://media.example.com/v/101,2026-04-08 10:39:52
123,https://media.example.com/v/421,2026-04-08 10:36:08
92,https://media.example.com/v/461,2026-04-08 10:39:55
32,https://media.example.com/v/458,2026-04-08 10:40:27
104,https://media.example.com/v/444,2026-04-08 10:38:44
110,https://media.example.com/v/203,2026-04-08 10:38:17
71,https://media.example.com/v/59,2026-04-08 10:36:26
137,https://media.example.com/v/452,2026-04-08 10:36:34
90,https://media.example.com/v/410,2026-04-08 10:41:21
24,https://media.example.com/v/500,2026-04-08 10:36:52
144,https://media.example.com/v/248,2026-04-08 10:39:58
21,https://media.example.com/v/357,2026-04-08 10:38:10
75,https://media.example.com/v/222,2026-04-08 10:37:02
5,https://media.example.com/v/471,2026-04-08 10:41:12
74,https://media.example.com/v/65,2026-04-08 10:36:31
148,https://media.example.com/v/414,2026-04-08 10:40:20
18,https://media.example.com/v/355,2026-04-08 10:37:36
57,https://media.example.com/v/243,2026-04-08 10:37:53
81,https://media.example.com/v/550,2026-04-08 10:37:50
150,https://media.example.com/v/535,2026-04-08 10:38:07
72,https://media.example.com/v/134,2026-04-08 10:39:04
31,https://media.example.com/v/439,2026-04-08 10:36:32
26,https://media.example.com/v/315,2026-04-08 10:38:36
29,https://media.example.com/v/331,2026-04-08 10:38:27
